"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","Appropriation or Category Type","Restriction Type","Functional Classification","Amount $000","Year","Amount Type","Periodicity","Current Scope","M Number","Portfolio Name"
"Department of Conservation","Conservation",13202,13202,"Kermadec Rangitāhua Ocean Sanctuary / Te Kāhui o te Moana o Rangitāhua","Kermadec Rangitāhua Ocean Sanctuary / Te Kāhui o te Moana o Rangitāhua","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",290,2023,"Estimated Actual","M","This appropriation is limited to operating expenses, consultation and research in respect of Te Kahui o Te Moana o Rangitahua.",16,"Minister of Conservation"
"Department of Conservation","Conservation",138,138,"Management Services - Natural and Historic Places","Management Services - Natural and Historic Places","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",972,2024,"Main Estimates","A","This appropriation is limited to management services for properties with historical or natural significance, including maintenance work, access for the public and management advice on covenanted properties.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pākaitore","Moutoa Gardens/Pākaitore","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",23,2024,"Main Estimates","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve.",16,"Minister of Conservation"
"Department of Conservation","Conservation",13202,13202,"Kermadec Rangitāhua Ocean Sanctuary / Te Kāhui o te Moana o Rangitāhua","Kermadec Rangitāhua Ocean Sanctuary / Te Kāhui o te Moana o Rangitāhua","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",245,2024,"Main Estimates","M","This appropriation is limited to operating expenses, consultation and research in respect of Te Kahui o Te Moana o Rangitahua.",16,"Minister of Conservation"
"Department of Conservation","Conservation",12768,12768,"Predator Free New Zealand","Predator Free New Zealand","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",10434,2024,"Main Estimates","M","This appropriation is limited to contributions towards activities aimed at controlling and eradicating mammalian pests in New Zealand by 2050.",16,"Minister of Conservation"
"Department of Conservation","Conservation",13564,13564,"Jobs for Nature","Jobs for Nature","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",52707,2024,"Main Estimates","M","This appropriation is limited to delivering nature-based employment opportunities.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Funds","Community Conservation Funds","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",4315,2019,"Actuals","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Funds","Community Conservation Funds","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",4575,2020,"Actuals","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Funds","Community Conservation Funds","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",5665,2021,"Actuals","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Funds","Community Conservation Funds","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",18520,2022,"Actuals","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Funds","Community Conservation Funds","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",2109,2023,"Estimated Actual","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,"Minister of Conservation"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Funds","Community Conservation Funds","Single","Non-Departmental Output Expenses",NA,"Environmental Protection",19438,2024,"Main Estimates","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives.",16,"Minister of Conservation"
