"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","IsMCA","Appropriation Type","Restriction Type","Functional Classification","Amount ($000)","Year","Amount Type","Periodicity","Current Scope"
"Department of Conservation","Conservation",7738,7738,"Community Conservation Partnerships Fund","Community Conservation Partnerships Fund","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",3000,2014,"Estimated Actual","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives."
"Department of Conservation","Conservation",7738,7738,"Community Conservation Partnerships Fund","Community Conservation Partnerships Fund","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",4609,2015,"Main Estimates","A","This appropriation is limited to grants: for community groups and private landowners to undertake work on public and private land; to provide private land managers with information and advice, or assistance with pest and weed control, fencing and other biodiversity management actions; and to support community biodiversity restoration initiatives."
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pakaitore","Moutoa Gardens/Pakaitore","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",22,2010,"Actuals","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve."
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pakaitore","Moutoa Gardens/Pakaitore","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",22,2011,"Actuals","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve."
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pakaitore","Moutoa Gardens/Pakaitore","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",23,2012,"Actuals","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve."
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pakaitore","Moutoa Gardens/Pakaitore","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",23,2013,"Actuals","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve."
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pakaitore","Moutoa Gardens/Pakaitore","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",23,2014,"Estimated Actual","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve."
"Department of Conservation","Conservation",7739,7739,"Moutoa Gardens/Pakaitore","Moutoa Gardens/Pakaitore","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",23,2015,"Main Estimates","A","This appropriation is limited to the ongoing management and maintenance of the Moutoa Gardens Reserve."
"Department of Conservation","Conservation",8888,8888,"Stewart Island Infrastructure","Stewart Island Infrastructure","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",184,2012,"Actuals","A","This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island."
"Department of Conservation","Conservation",8888,8888,"Stewart Island Infrastructure","Stewart Island Infrastructure","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",140,2013,"Actuals","A","This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island."
"Department of Conservation","Conservation",8888,8888,"Stewart Island Infrastructure","Stewart Island Infrastructure","Single","No","Non-Departmental Output Expenses",NA,"Environmental Protection",415,2015,"Main Estimates","A","This appropriation is limited to assistance to the Southland District Council for additional community infrastructure arising from increased visitor numbers on Stewart Island."
"Department of Conservation","Conservation",10347,10344,"Identification and Implementation of Protection for Natural and Historic Places","Nga Whenua Rahui","MCOA","No","Non-Departmental Output Expenses",NA,"Environmental Protection",4107,2013,"Actuals","A","This output class is limited to the identification and implementation of protection of indigenous ecosystems on Maori land."
