"Department","Vote","App id","MCOA id","Description","Appropriation Type","Output Expense Type","Functional Classification","Amount ($000)","Year","Amount_Type_Desc","Periodicity"
"Ministry of Economic Development","Communications",7594,7594,"Enforcement of Telecommunications Sector Regulation","Non-Departmental Output Expenses",NA,"Transport and Communications",7790,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",8585,8585,"Provision of Textphone Access","Non-Departmental Output Expenses",NA,"Transport and Communications",463,2007,"Actuals","A"
"Ministry of Economic Development","Communications",9176,9176,"Administrative Support for Telecommunications Relay Equipment and Services","Non-Departmental Output Expenses",NA,"Transport and Communications",569,2008,"Actuals","A"
"Ministry of Economic Development","Communications",9176,9176,"Administrative Support for Telecommunications Relay Equipment and Services","Non-Departmental Output Expenses",NA,"Transport and Communications",578,2009,"Actuals","A"
"Ministry of Economic Development","Communications",9176,9176,"Administrative Support for Telecommunications Relay Equipment and Services","Non-Departmental Output Expenses",NA,"Transport and Communications",1360,2010,"Actuals","A"
"Ministry of Economic Development","Communications",9176,9176,"Administrative Support for Telecommunications Relay Equipment and Services","Non-Departmental Output Expenses",NA,"Transport and Communications",1269,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",9176,9176,"Administrative Support for Telecommunications Relay Equipment and Services","Non-Departmental Output Expenses",NA,"Transport and Communications",1269,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",5273,5273,"Contributions to International Telecommunications Organisations","Non-Departmental Other Expenses",NA,"Transport and Communications",778,2007,"Actuals","A"
"Ministry of Economic Development","Communications",5273,5273,"Contributions to International Telecommunications Organisations","Non-Departmental Other Expenses",NA,"Transport and Communications",789,2008,"Actuals","A"
"Ministry of Economic Development","Communications",5273,5273,"Contributions to International Telecommunications Organisations","Non-Departmental Other Expenses",NA,"Transport and Communications",809,2009,"Actuals","A"
"Ministry of Economic Development","Communications",5273,5273,"Contributions to International Telecommunications Organisations","Non-Departmental Other Expenses",NA,"Transport and Communications",887,2010,"Actuals","A"
"Ministry of Economic Development","Communications",5273,5273,"Contributions to International Telecommunications Organisations","Non-Departmental Other Expenses",NA,"Transport and Communications",900,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",5273,5273,"Contributions to International Telecommunications Organisations","Non-Departmental Other Expenses",NA,"Transport and Communications",930,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",8819,8819,"Digital Strategy - High Speed Connectivity for Growth","Non-Departmental Other Expenses",NA,"Transport and Communications",6048,2007,"Actuals","M"
"Ministry of Economic Development","Communications",8819,8819,"Digital Strategy - High Speed Connectivity for Growth","Non-Departmental Other Expenses",NA,"Transport and Communications",6571,2008,"Actuals","M"
"Ministry of Economic Development","Communications",8819,8819,"Digital Strategy - High Speed Connectivity for Growth","Non-Departmental Other Expenses",NA,"Transport and Communications",2780,2009,"Actuals","M"
"Ministry of Economic Development","Communications",9586,9586,"Broadband Investment (Rural Supply)","Non-Departmental Other Expenses",NA,"Transport and Communications",1000,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",9586,9586,"Broadband Investment (Rural Supply)","Non-Departmental Other Expenses",NA,"Transport and Communications",47000,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",8586,8586,"Acquisition of Textphone Equipment","Non-Departmental Capital Expenditure",NA,"No Functional Classification",5,2008,"Actuals","A"
"Ministry of Economic Development","Communications",8586,8586,"Acquisition of Textphone Equipment","Non-Departmental Capital Expenditure",NA,"No Functional Classification",92,2009,"Actuals","A"
"Ministry of Economic Development","Communications",8586,8586,"Acquisition of Textphone Equipment","Non-Departmental Capital Expenditure",NA,"No Functional Classification",32,2010,"Actuals","A"
"Ministry of Economic Development","Communications",8586,8586,"Acquisition of Textphone Equipment","Non-Departmental Capital Expenditure",NA,"No Functional Classification",200,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",8586,8586,"Acquisition of Textphone Equipment","Non-Departmental Capital Expenditure",NA,"No Functional Classification",200,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",9361,9361,"Accelerating Broadband","Non-Departmental Capital Expenditure",NA,"No Functional Classification",1000,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",9361,9361,"Accelerating Broadband","Non-Departmental Capital Expenditure",NA,"No Functional Classification",12000,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",9574,9574,"Broadband Investment (Schools)","Non-Departmental Capital Expenditure",NA,"No Functional Classification",200,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",9574,9574,"Broadband Investment (Schools)","Non-Departmental Capital Expenditure",NA,"No Functional Classification",11360,2012,"Main Estimates","A"
"Ministry of Economic Development","Communications",9585,9585,"Broadband Investment (Crown Company Capital Costs)","Non-Departmental Capital Expenditure",NA,"No Functional Classification",25400,2010,"Actuals","A"
"Ministry of Economic Development","Communications",9585,9585,"Broadband Investment (Crown Company Capital Costs)","Non-Departmental Capital Expenditure",NA,"No Functional Classification",39000,2011,"Estimated Actual","A"
"Ministry of Economic Development","Communications",9585,9585,"Broadband Investment (Crown Company Capital Costs)","Non-Departmental Capital Expenditure",NA,"No Functional Classification",520000,2012,"Main Estimates","A"
"Ministry of Economic Development","Consumer Affairs",8931,8933,"Policy Advice and Information on Consumer Issues","Departmental Output Expenses",NA,"Other Economic",3532,2007,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8932,8933,"Measurement and Product Safety Compliance and Enforcement","Departmental Output Expenses",NA,"Other Economic",2203,2007,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8932,8933,"Measurement and Product Safety Compliance and Enforcement","Departmental Output Expenses",NA,"Other Economic",2151,2008,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8931,8933,"Policy Advice and Information on Consumer Issues","Departmental Output Expenses",NA,"Other Economic",3477,2008,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8931,8933,"Policy Advice and Information on Consumer Issues","Departmental Output Expenses",NA,"Other Economic",3639,2009,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8932,8933,"Measurement and Product Safety Compliance and Enforcement","Departmental Output Expenses",NA,"Other Economic",2282,2009,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8932,8933,"Measurement and Product Safety Compliance and Enforcement","Departmental Output Expenses",NA,"Other Economic",2167,2010,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8931,8933,"Policy Advice and Information on Consumer Issues","Departmental Output Expenses",NA,"Other Economic",3781,2010,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",8931,8933,"Policy Advice and Information on Consumer Issues","Departmental Output Expenses",NA,"Other Economic",3671,2011,"Estimated Actual","A"
"Ministry of Economic Development","Consumer Affairs",8932,8933,"Measurement and Product Safety Compliance and Enforcement","Departmental Output Expenses",NA,"Other Economic",2281,2011,"Estimated Actual","A"
"Ministry of Economic Development","Consumer Affairs",8931,8933,"Policy Advice and Information on Consumer Issues","Departmental Output Expenses",NA,"Other Economic",3565,2012,"Main Estimates","A"
"Ministry of Economic Development","Consumer Affairs",8932,8933,"Measurement and Product Safety Compliance and Enforcement","Departmental Output Expenses",NA,"Other Economic",2243,2012,"Main Estimates","A"
"Ministry of Economic Development","Consumer Affairs",10046,10046,"Upgrading and Promoting the Consumer Powerswitch Website","Departmental Output Expenses",NA,"Other Economic",1072,2011,"Estimated Actual","M"
"Ministry of Economic Development","Consumer Affairs",10046,10046,"Upgrading and Promoting the Consumer Powerswitch Website","Departmental Output Expenses",NA,"Other Economic",1250,2012,"Main Estimates","M"
"Ministry of Economic Development","Consumer Affairs",8682,8682,"Provision of Data on Consumer Issues","Non-Departmental Output Expenses",NA,"Other Economic",420,2008,"Actuals","A"
"Ministry of Economic Development","Consumer Affairs",10037,10037,"Financial Service Providers Reserve Dispute Resolution Scheme","Non-Departmental Output Expenses",NA,"Other Economic",1709,2011,"Estimated Actual","A"
"Ministry of Economic Development","Consumer Affairs",10037,10037,"Financial Service Providers Reserve Dispute Resolution Scheme","Non-Departmental Output Expenses",NA,"Other Economic",1694,2012,"Main Estimates","A"
"Ministry of Economic Development","Energy",90,90,"Policy Advice on Energy and Resource Issues","Departmental Output Expenses",NA,"Fuel and Energy",4827,2007,"Actuals","A"
"Ministry of Economic Development","Energy",90,90,"Policy Advice on Energy and Resource Issues","Departmental Output Expenses",NA,"Fuel and Energy",5293,2008,"Actuals","A"
"Ministry of Economic Development","Energy",90,90,"Policy Advice on Energy and Resource Issues","Departmental Output Expenses",NA,"Fuel and Energy",6263,2009,"Actuals","A"
"Ministry of Economic Development","Energy",90,90,"Policy Advice on Energy and Resource Issues","Departmental Output Expenses",NA,"Fuel and Energy",7034,2010,"Actuals","A"
"Ministry of Economic Development","Energy",90,90,"Policy Advice on Energy and Resource Issues","Departmental Output Expenses",NA,"Fuel and Energy",7417,2011,"Estimated Actual","A"
"Ministry of Economic Development","Energy",90,90,"Policy Advice on Energy and Resource Issues","Departmental Output Expenses",NA,"Fuel and Energy",6619,2012,"Main Estimates","A"
"Ministry of Economic Development","Energy",91,91,"Management of the Crown Mineral Estate","Departmental Output Expenses",NA,"Fuel and Energy",8198,2007,"Actuals","A"
"Ministry of Economic Development","Energy",91,91,"Management of the Crown Mineral Estate","Departmental Output Expenses",NA,"Fuel and Energy",10203,2008,"Actuals","A"
"Ministry of Economic Development","Energy",91,91,"Management of the Crown Mineral Estate","Departmental Output Expenses",NA,"Fuel and Energy",9193,2009,"Actuals","A"
"Ministry of Economic Development","Energy",91,91,"Management of the Crown Mineral Estate","Departmental Output Expenses",NA,"Fuel and Energy",9386,2010,"Actuals","A"
"Ministry of Economic Development","Energy",91,91,"Management of the Crown Mineral Estate","Departmental Output Expenses",NA,"Fuel and Energy",10326,2011,"Estimated Actual","A"
"Ministry of Economic Development","Energy",91,91,"Management of the Crown Mineral Estate","Departmental Output Expenses",NA,"Fuel and Energy",14871,2012,"Main Estimates","A"
